RECN,ID,TIME,CMT,EVID,AMT,DV,LNDV,FLAG,DGRP,ROUTE,BW,ADA,SPEC,CMPD
382,53,48,2,0,0,5.9186,1.7781,0,9,2,0.3,0,3,2
383,53,144,2,0,0,0.0673,-2.6986,0,9,2,0.3,0,3,2
384,53,240,2,0,0,0,0,1,9,2,0.3,0,3,2
385,53,336,2,0,0,0,0,1,9,2,0.3,0,3,2
386,54,0,2,1,0.6,0,0,0,0.6,2,0.02,0,4,2
387,54,0.083,2,0,0,0.87036,-0.13884,0,0.6,2,0.02,0,4,2
388,54,0.5,2,0,0,5.6242,1.7271,0,0.6,2,0.02,0,4,2
389,54,1,2,0,0,12.948,2.561,0,0.6,2,0.02,0,4,2
390,54,2,2,0,0,5.8868,1.7727,0,0.6,2,0.02,0,4,2
391,54,4,2,0,0,19.407,2.9656,0,0.6,2,0.02,0,4,2
392,54,24,2,0,0,11.577,2.449,0,0.6,2,0.02,0,4,2
393,54,48,2,0,0,3.5225,1.2592,0,0.6,2,0.02,0,4,2
394,54,144,2,0,0,0,0,1,0.6,2,0.02,0,4,2
395,54,240,2,0,0,0,0,1,0.6,2,0.02,0,4,2
396,54,336,2,0,0,0,0,1,0.6,2,0.02,0,4,2
397,73,0,1,1,9,0,0,0,9,1,3,0,2,1
398,73,0.083,2,0,0,66.683,4.1999,0,9,1,3,0,2,1
399,73,0.5,2,0,0,53.786,3.985,0,9,1,3,0,2,1
400,73,1,2,0,0,104.45,4.6487,0,9,1,3,0,2,1
401,73,2,2,0,0,47.463,3.86,0,9,1,3,0,2,1
402,73,4,2,0,0,66.416,4.1959,0,9,1,3,0,2,1
403,73,24,2,0,0,17.268,2.8489,0,9,1,3,0,2,1
404,73,48,2,0,0,0,0,1,9,1,3,0,2,1
405,73,144,2,0,0,0,0,1,9,1,3,0,2,1
406,73,240,2,0,0,0,0,1,9,1,3,0,2,1
407,73,336,2,0,0,0,0,1,9,1,3,0,2,1
408,74,0,1,1,0.9,0,0,0,0.9,1,0.3,0,3,1
409,74,0.083,2,0,0,58.207,4.064,0,0.9,1,0.3,0,3,1
410,74,0.5,2,0,0,46.755,3.8449,0,0.9,1,0.3,0,3,1
411,74,1,2,0,0,99.496,4.6001,0,0.9,1,0.3,0,3,1
412,74,2,2,0,0,62.6,4.1368,0,0.9,1,0.3,0,3,1
413,74,4,2,0,0,32.108,3.4691,0,0.9,1,0.3,0,3,1
414,74,24,2,0,0,34.519,3.5415,0,0.9,1,0.3,0,3,1
415,74,48,2,0,0,23.129,3.1411,0,0.9,1,0.3,0,3,1
416,74,144,2,0,0,11.367,2.4307,0,0.9,1,0.3,0,3,1
417,74,240,2,0,0,11.653,2.4556,0,0.9,1,0.3,0,3,1
418,74,336,2,0,0,9.5299,2.2544,0,0.9,1,0.3,0,3,1
419,75,0,1,1,0.06,0,0,0,0.06,1,0.02,1,4,1
420,75,0.083,2,0,0,41.782,3.7325,0,0.06,1,0.02,1,4,1
421,75,0.5,2,0,0,85.253,4.4456,0,0.06,1,0.02,1,4,1
422,75,1,2,0,0,53.42,3.9782,0,0.06,1,0.02,1,4,1
423,75,2,2,0,0,87.838,4.4755,0,0.06,1,0.02,1,4,1
424,75,4,2,0,0,79.805,4.3796,0,0.06,1,0.02,1,4,1
425,75,24,2,0,0,20.626,3.0266,0,0.06,1,0.02,1,4,1
426,75,48,2,0,0,21.703,3.0775,0,0.06,1,0.02,1,4,1
427,75,144,2,0,0,0,0,1,0.06,1,0.02,1,4,1
428,75,240,2,0,0,0,0,1,0.06,1,0.02,1,4,1
429,75,336,2,0,0,0,0,1,0.06,1,0.02,1,4,1
430,76,0,1,1,30,0,0,0,30,1,3,0,2,1
431,76,0.083,2,0,0,312.11,5.7433,0,30,1,3,0,2,1
432,76,0.5,2,0,0,331.13,5.8025,0,30,1,3,0,2,1
433,76,1,2,0,0,404.79,6.0034,0,30,1,3,0,2,1
434,76,2,2,0,0,236.25,5.4649,0,30,1,3,0,2,1
435,76,4,2,0,0,336.58,5.8188,0,30,1,3,0,2,1
436,76,24,2,0,0,170.43,5.1383,0,30,1,3,0,2,1
437,76,48,2,0,0,96.843,4.5731,0,30,1,3,0,2,1
438,76,144,2,0,0,0.11683,-2.147,0,30,1,3,0,2,1
439,76,240,2,0,0,0,0,1,30,1,3,0,2,1
440,76,336,2,0,0,0,0,1,30,1,3,0,2,1
441,77,0,1,1,3,0,0,0,3,1,0.3,1,3,1
442,77,0.083,2,0,0,195.37,5.2749,0,3,1,0.3,1,3,1
443,77,0.5,2,0,0,167.03,5.1182,0,3,1,0.3,1,3,1
444,77,1,2,0,0,190.41,5.2492,0,3,1,0.3,1,3,1
445,77,2,2,0,0,114.04,4.7365,0,3,1,0.3,1,3,1
446,77,4,2,0,0,115.51,4.7493,0,3,1,0.3,1,3,1
447,77,24,2,0,0,109.91,4.6997,0,3,1,0.3,1,3,1
448,77,48,2,0,0,70.21,4.2515,0,3,1,0.3,1,3,1
449,77,144,2,0,0,0.40169,-0.91207,0,3,1,0.3,1,3,1
450,77,240,2,0,0,0,0,1,3,1,0.3,1,3,1
451,77,336,2,0,0,0,0,1,3,1,0.3,1,3,1
452,78,0,1,1,0.2,0,0,0,0.2,1,0.02,0,4,1
453,78,0.083,2,0,0,170.63,5.1395,0,0.2,1,0.02,0,4,1
454,78,0.5,2,0,0,170.43,5.1383,0,0.2,1,0.02,0,4,1
455,78,1,2,0,0,259.85,5.5601,0,0.2,1,0.02,0,4,1
456,78,2,2,0,0,267.25,5.5882,0,0.2,1,0.02,0,4,1
457,78,4,2,0,0,194.05,5.2681,0,0.2,1,0.02,0,4,1
458,78,24,2,0,0,72.121,4.2784,0,0.2,1,0.02,0,4,1
459,78,48,2,0,0,47.382,3.8582,0,0.2,1,0.02,0,4,1
460,78,144,2,0,0,21.208,3.0544,0,0.2,1,0.02,0,4,1
461,78,240,2,0,0,5.4676,1.6988,0,0.2,1,0.02,0,4,1
462,78,336,2,0,0,2.4921,0.91314,0,0.2,1,0.02,0,4,1
463,79,0,1,1,90,0,0,0,90,1,3,0,2,1
464,79,0.083,2,0,0,518.75,6.2514,0,90,1,3,0,2,1
465,79,0.5,2,0,0,326.94,5.7898,0,90,1,3,0,2,1
466,79,1,2,0,0,551.99,6.3135,0,90,1,3,0,2,1
467,79,2,2,0,0,446.8,6.1021,0,90,1,3,0,2,1
468,79,4,2,0,0,498.89,6.2124,0,90,1,3,0,2,1
469,79,24,2,0,0,547.51,6.3054,0,90,1,3,0,2,1
470,79,48,2,0,0,250.95,5.5252,0,90,1,3,0,2,1
471,79,144,2,0,0,181.44,5.2009,0,90,1,3,0,2,1
472,79,240,2,0,0,77.183,4.3462,0,90,1,3,0,2,1
473,79,336,2,0,0,44.068,3.7857,0,90,1,3,0,2,1
474,80,0,1,1,9,0,0,0,9,1,0.3,1,3,1
475,80,0.083,2,0,0,1063.3,6.9691,0,9,1,0.3,1,3,1
476,80,0.5,2,0,0,854.47,6.7505,0,9,1,0.3,1,3,1
477,80,1,2,0,0,281.88,5.6415,0,9,1,0.3,1,3,1
478,80,2,2,0,0,1068.6,6.9741,0,9,1,0.3,1,3,1
479,80,4,2,0,0,847.17,6.7419,0,9,1,0.3,1,3,1
480,80,24,2,0,0,441.76,6.0908,0,9,1,0.3,1,3,1
481,80,48,2,0,0,206.48,5.3302,0,9,1,0.3,1,3,1
482,80,144,2,0,0,1.4207,0.35113,0,9,1,0.3,1,3,1
483,80,240,2,0,0,0,0,1,9,1,0.3,1,3,1
484,80,336,2,0,0,0,0,1,9,1,0.3,1,3,1
485,81,0,1,1,0.6,0,0,0,0.6,1,0.02,0,4,1
486,81,0.083,2,0,0,464.71,6.1414,0,0.6,1,0.02,0,4,1
487,81,0.5,2,0,0,715.97,6.5736,0,0.6,1,0.02,0,4,1
488,81,1,2,0,0,344.7,5.8427,0,0.6,1,0.02,0,4,1
489,81,2,2,0,0,524.44,6.2623,0,0.6,1,0.02,0,4,1
490,81,4,2,0,0,506.61,6.2277,0,0.6,1,0.02,0,4,1
491,81,24,2,0,0,265.18,5.5804,0,0.6,1,0.02,0,4,1
492,81,48,2,0,0,189.25,5.2431,0,0.6,1,0.02,0,4,1
493,81,144,2,0,0,72.341,4.2814,0,0.6,1,0.02,0,4,1
494,81,240,2,0,0,25.494,3.2384,0,0.6,1,0.02,0,4,1
495,81,336,2,0,0,14.974,2.7063,0,0.6,1,0.02,0,4,1
496,82,0,2,1,9,0,0,0,9,2,3,0,2,1
497,82,0.083,2,0,0,0.67439,-0.39394,0,9,2,3,0,2,1
498,82,0.5,2,0,0,3.5305,1.2614,0,9,2,3,0,2,1
499,82,1,2,0,0,4.9213,1.5936,0,9,2,3,0,2,1
500,82,2,2,0,0,23.79,3.1693,0,9,2,3,0,2,1
501,82,4,2,0,0,28.396,3.3463,0,9,2,3,0,2,1
502,82,24,2,0,0,22.723,3.1234,0,9,2,3,0,2,1
503,82,48,2,0,0,4.5189,1.5083,0,9,2,3,0,2,1
504,82,144,2,0,0,0,0,1,9,2,3,0,2,1
505,82,240,2,0,0,0,0,1,9,2,3,0,2,1
506,82,336,2,0,0,0,0,1,9,2,3,0,2,1
507,83,0,2,1,0.9,0,0,0,0.9,2,0.3,1,3,1
508,83,0.083,2,0,0,0.45168,-0.79479,0,0.9,2,0.3,1,3,1
509,83,0.5,2,0,0,3.7622,1.325,0,0.9,2,0.3,1,3,1
510,83,1,2,0,0,5.8385,1.7645,0,0.9,2,0.3,1,3,1
511,83,2,2,0,0,13.553,2.6066,0,0.9,2,0.3,1,3,1
512,83,4,2,0,0,21.842,3.0839,0,0.9,2,0.3,1,3,1
513,83,24,2,0,0,21.387,3.0628,0,0.9,2,0.3,1,3,1
514,83,48,2,0,0,15.387,2.7335,0,0.9,2,0.3,1,3,1
515,83,144,2,0,0,0.098754,-2.3151,0,0.9,2,0.3,1,3,1
516,83,240,2,0,0,0,0,1,0.9,2,0.3,1,3,1
517,83,336,2,0,0,0,0,1,0.9,2,0.3,1,3,1
518,84,0,2,1,0.06,0,0,0,0.06,2,0.02,0,4,1
519,84,0.083,2,0,0,0.29225,-1.2301,0,0.06,2,0.02,0,4,1
520,84,0.5,2,0,0,1.7033,0.5326,0,0.06,2,0.02,0,4,1
521,84,1,2,0,0,5.2066,1.6499,0,0.06,2,0.02,0,4,1
522,84,2,2,0,0,8.1067,2.0927,0,0.06,2,0.02,0,4,1
523,84,4,2,0,0,16.633,2.8114,0,0.06,2,0.02,0,4,1
524,84,24,2,0,0,25.474,3.2376,0,0.06,2,0.02,0,4,1
525,84,48,2,0,0,18.079,2.8947,0,0.06,2,0.02,0,4,1
526,84,144,2,0,0,8.2299,2.1078,0,0.06,2,0.02,0,4,1
527,84,240,2,0,0,5.0128,1.612,0,0.06,2,0.02,0,4,1
528,84,336,2,0,0,2.61,0.95936,0,0.06,2,0.02,0,4,1
529,85,0,2,1,30,0,0,0,30,2,3,0,2,1
530,85,0.083,2,0,0,1.6658,0.5103,0,30,2,3,0,2,1
531,85,0.5,2,0,0,13.351,2.5916,0,30,2,3,0,2,1
532,85,1,2,0,0,14.13,2.6483,0,30,2,3,0,2,1
533,85,2,2,0,0,36.567,3.5991,0,30,2,3,0,2,1
534,85,4,2,0,0,37.957,3.6364,0,30,2,3,0,2,1
535,85,24,2,0,0,141,4.9488,0,30,2,3,0,2,1
536,85,48,2,0,0,63.856,4.1566,0,30,2,3,0,2,1
537,85,144,2,0,0,0.064077,-2.7477,0,30,2,3,0,2,1
538,85,240,2,0,0,0,0,1,30,2,3,0,2,1
539,85,336,2,0,0,0,0,1,30,2,3,0,2,1
540,86,0,2,1,3,0,0,0,3,2,0.3,1,3,1
541,86,0.083,2,0,0,0.79299,-0.23195,0,3,2,0.3,1,3,1
542,86,0.5,2,0,0,3.7185,1.3133,0,3,2,0.3,1,3,1
543,86,1,2,0,0,9.2427,2.2238,0,3,2,0.3,1,3,1
544,86,2,2,0,0,18.029,2.892,0,3,2,0.3,1,3,1
545,86,4,2,0,0,45.136,3.8097,0,3,2,0.3,1,3,1
546,86,24,2,0,0,57.779,4.0566,0,3,2,0.3,1,3,1
547,86,48,2,0,0,44.122,3.787,0,3,2,0.3,1,3,1
548,86,144,2,0,0,0.15094,-1.8909,0,3,2,0.3,1,3,1
549,86,240,2,0,0,0,0,1,3,2,0.3,1,3,1
550,86,336,2,0,0,0,0,1,3,2,0.3,1,3,1
551,87,0,2,1,0.2,0,0,0,0.2,2,0.02,0,4,1
552,87,0.083,2,0,0,1.9843,0.68525,0,0.2,2,0.02,0,4,1
553,87,0.5,2,0,0,6.1813,1.8215,0,0.2,2,0.02,0,4,1
554,87,1,2,0,0,15.124,2.7163,0,0.2,2,0.02,0,4,1
555,87,2,2,0,0,17.007,2.8336,0,0.2,2,0.02,0,4,1
556,87,4,2,0,0,57.528,4.0523,0,0.2,2,0.02,0,4,1
557,87,24,2,0,0,47.428,3.8592,0,0.2,2,0.02,0,4,1
558,87,48,2,0,0,28.926,3.3647,0,0.2,2,0.02,0,4,1
559,87,144,2,0,0,3.831,1.3431,0,0.2,2,0.02,0,4,1
560,87,240,2,0,0,1.6539,0.50312,0,0.2,2,0.02,0,4,1
561,87,336,2,0,0,0.4997,-0.69374,0,0.2,2,0.02,0,4,1
562,88,0,2,1,90,0,0,0,90,2,3,0,2,1
563,88,0.083,2,0,0,2.739,1.0076,0,90,2,3,0,2,1
564,88,0.5,2,0,0,21.4,3.0634,0,90,2,3,0,2,1
565,88,1,2,0,0,24.876,3.2139,0,90,2,3,0,2,1
566,88,2,2,0,0,58.154,4.0631,0,90,2,3,0,2,1
567,88,4,2,0,0,139.09,4.9351,0,90,2,3,0,2,1
568,88,24,2,0,0,462.22,6.136,0,90,2,3,0,2,1
569,88,48,2,0,0,478.26,6.1702,0,90,2,3,0,2,1
570,88,144,2,0,0,74.326,4.3085,0,90,2,3,0,2,1
571,88,240,2,0,0,88.508,4.4831,0,90,2,3,0,2,1
572,88,336,2,0,0,29.334,3.3788,0,90,2,3,0,2,1
573,89,0,2,1,9,0,0,0,9,2,0.3,1,3,1
574,89,0.083,2,0,0,6.4849,1.8695,0,9,2,0.3,1,3,1
575,89,0.5,2,0,0,35.1,3.5582,0,9,2,0.3,1,3,1
576,89,1,2,0,0,55.831,4.0223,0,9,2,0.3,1,3,1
577,89,2,2,0,0,197.58,5.2862,0,9,2,0.3,1,3,1
578,89,4,2,0,0,232.37,5.4483,0,9,2,0.3,1,3,1
579,89,24,2,0,0,299.19,5.7011,0,9,2,0.3,1,3,1
580,89,48,2,0,0,168.2,5.1252,0,9,2,0.3,1,3,1
581,89,144,2,0,0,0.62309,-0.47306,0,9,2,0.3,1,3,1
582,89,240,2,0,0,0,0,1,9,2,0.3,1,3,1
583,89,336,2,0,0,0,0,1,9,2,0.3,1,3,1
584,90,0,2,1,0.6,0,0,0,0.6,2,0.02,1,4,1
585,90,0.083,2,0,0,2.4648,0.90213,0,0.6,2,0.02,1,4,1
586,90,0.5,2,0,0,30.452,3.4161,0,0.6,2,0.02,1,4,1
587,90,1,2,0,0,33.842,3.5217,0,0.6,2,0.02,1,4,1
588,90,2,2,0,0,79.935,4.3812,0,0.6,2,0.02,1,4,1
589,90,4,2,0,0,99.592,4.6011,0,0.6,2,0.02,1,4,1
590,90,24,2,0,0,198.12,5.2889,0,0.6,2,0.02,1,4,1
591,90,48,2,0,0,192.93,5.2623,0,0.6,2,0.02,1,4,1
592,90,144,2,0,0,0.12837,-2.0528,0,0.6,2,0.02,1,4,1
593,90,240,2,0,0,0,0,1,0.6,2,0.02,1,4,1
594,90,336,2,0,0,0,0,1,0.6,2,0.02,1,4,1
595,109,0,1,1,9,0,0,0,9,1,3,0,2,2
596,109,0.083,2,0,0,58.278,4.0652,0,9,1,3,0,2,2
597,109,0.5,2,0,0,42.42,3.7476,0,9,1,3,0,2,2
598,109,1,2,0,0,29.764,3.3933,0,9,1,3,0,2,2
599,109,2,2,0,0,17.677,2.8722,0,9,1,3,0,2,2
600,109,4,2,0,0,11.783,2.4667,0,9,1,3,0,2,2
601,109,24,2,0,0,2.3938,0.87289,0,9,1,3,0,2,2
602,109,48,2,0,0,0.77431,-0.25579,0,9,1,3,0,2,2
603,109,144,2,0,0,0,0,1,9,1,3,0,2,2
604,109,240,2,0,0,0,0,1,9,1,3,0,2,2
605,109,336,2,0,0,0,0,1,9,1,3,0,2,2
606,110,0,1,1,0.9,0,0,0,0.9,1,0.3,0,3,2
607,110,0.083,2,0,0,66.293,4.1941,0,0.9,1,0.3,0,3,2
608,110,0.5,2,0,0,18.411,2.9129,0,0.9,1,0.3,0,3,2
609,110,1,2,0,0,13.048,2.5686,0,0.9,1,0.3,0,3,2
610,110,2,2,0,0,5.995,1.7909,0,0.9,1,0.3,0,3,2
611,110,4,2,0,0,6.176,1.8207,0,0.9,1,0.3,0,3,2
612,110,24,2,0,0,0.2284,-1.4767,0,0.9,1,0.3,0,3,2
613,110,48,2,0,0,0,0,1,0.9,1,0.3,0,3,2
614,110,144,2,0,0,0,0,1,0.9,1,0.3,0,3,2
615,110,240,2,0,0,0,0,1,0.9,1,0.3,0,3,2
616,110,336,2,0,0,0,0,1,0.9,1,0.3,0,3,2
617,111,0,1,1,0.06,0,0,0,0.06,1,0.02,0,4,2
618,111,0.083,2,0,0,34.783,3.5491,0,0.06,1,0.02,0,4,2
619,111,0.5,2,0,0,18.388,2.9117,0,0.06,1,0.02,0,4,2
620,111,1,2,0,0,13.348,2.5914,0,0.06,1,0.02,0,4,2
621,111,2,2,0,0,7.8411,2.0594,0,0.06,1,0.02,0,4,2
622,111,4,2,0,0,7.8784,2.0641,0,0.06,1,0.02,0,4,2
623,111,24,2,0,0,0.20058,-1.6065,0,0.06,1,0.02,0,4,2
624,111,48,2,0,0,0,0,1,0.06,1,0.02,0,4,2
625,111,144,2,0,0,0,0,1,0.06,1,0.02,0,4,2
626,111,240,2,0,0,0,0,1,0.06,1,0.02,0,4,2
627,111,336,2,0,0,0,0,1,0.06,1,0.02,0,4,2
628,112,0,1,1,30,0,0,0,30,1,3,0,2,2
629,112,0.083,2,0,0,109.26,4.6937,0,30,1,3,0,2,2
630,112,0.5,2,0,0,119.81,4.7859,0,30,1,3,0,2,2
631,112,1,2,0,0,69.353,4.2392,0,30,1,3,0,2,2
632,112,2,2,0,0,28.62,3.3541,0,30,1,3,0,2,2
633,112,4,2,0,0,46.677,3.8432,0,30,1,3,0,2,2
634,112,24,2,0,0,11.568,2.4483,0,30,1,3,0,2,2
635,112,48,2,0,0,1.5179,0.41735,0,30,1,3,0,2,2
636,112,144,2,0,0,0,0,1,30,1,3,0,2,2
637,112,240,2,0,0,0,0,1,30,1,3,0,2,2
638,112,336,2,0,0,0,0,1,30,1,3,0,2,2
639,113,0,1,1,3,0,0,0,3,1,0.3,0,3,2
640,113,0.083,2,0,0,324,5.7807,0,3,1,0.3,0,3,2
641,113,0.5,2,0,0,139.68,4.9394,0,3,1,0.3,0,3,2
642,113,1,2,0,0,38.939,3.662,0,3,1,0.3,0,3,2
643,113,2,2,0,0,21.092,3.0489,0,3,1,0.3,0,3,2
644,113,4,2,0,0,13.156,2.5769,0,3,1,0.3,0,3,2
645,113,24,2,0,0,1.1564,0.14532,0,3,1,0.3,0,3,2
646,113,48,2,0,0,0,0,1,3,1,0.3,0,3,2
647,113,144,2,0,0,0,0,1,3,1,0.3,0,3,2
648,113,240,2,0,0,0,0,1,3,1,0.3,0,3,2
649,113,336,2,0,0,0,0,1,3,1,0.3,0,3,2
650,114,0,1,1,0.2,0,0,0,0.2,1,0.02,0,4,2
651,114,0.083,2,0,0,190.38,5.249,0,0.2,1,0.02,0,4,2
652,114,0.5,2,0,0,118.01,4.7708,0,0.2,1,0.02,0,4,2
653,114,1,2,0,0,11.878,2.4747,0,0.2,1,0.02,0,4,2
654,114,2,2,0,0,24.094,3.182,0,0.2,1,0.02,0,4,2
655,114,4,2,0,0,30.035,3.4023,0,0.2,1,0.02,0,4,2
656,114,24,2,0,0,0.71239,-0.33913,0,0.2,1,0.02,0,4,2
657,114,48,2,0,0,0,0,1,0.2,1,0.02,0,4,2
658,114,144,2,0,0,0,0,1,0.2,1,0.02,0,4,2
659,114,240,2,0,0,0,0,1,0.2,1,0.02,0,4,2
660,114,336,2,0,0,0,0,1,0.2,1,0.02,0,4,2
661,115,0,1,1,90,0,0,0,90,1,3,0,2,2
662,115,0.083,2,0,0,398.09,5.9867,0,90,1,3,0,2,2
663,115,0.5,2,0,0,287.56,5.6614,0,90,1,3,0,2,2
664,115,1,2,0,0,177.61,5.1796,0,90,1,3,0,2,2
665,115,2,2,0,0,201.07,5.3037,0,90,1,3,0,2,2
666,115,4,2,0,0,134.75,4.9034,0,90,1,3,0,2,2
667,115,24,2,0,0,27.311,3.3073,0,90,1,3,0,2,2
668,115,48,2,0,0,5.5285,1.7099,0,90,1,3,0,2,2
669,115,144,2,0,0,0.05392,-2.9203,0,90,1,3,0,2,2
670,115,240,2,0,0,0,0,1,90,1,3,0,2,2
671,115,336,2,0,0,0,0,1,90,1,3,0,2,2
672,116,0,1,1,9,0,0,0,9,1,0.3,0,3,2
673,116,0.083,2,0,0,556.05,6.3209,0,9,1,0.3,0,3,2
674,116,0.5,2,0,0,487.89,6.1901,0,9,1,0.3,0,3,2
675,116,1,2,0,0,188.19,5.2375,0,9,1,0.3,0,3,2
676,116,2,2,0,0,102.72,4.632,0,9,1,0.3,0,3,2
677,116,4,2,0,0,59.835,4.0916,0,9,1,0.3,0,3,2
678,116,24,2,0,0,9.2485,2.2245,0,9,1,0.3,0,3,2
679,116,48,2,0,0,1.4998,0.40532,0,9,1,0.3,0,3,2
680,116,144,2,0,0,0,0,1,9,1,0.3,0,3,2
681,116,240,2,0,0,0,0,1,9,1,0.3,0,3,2
682,116,336,2,0,0,0,0,1,9,1,0.3,0,3,2
683,117,0,1,1,0.6,0,0,0,0.6,1,0.02,0,4,2
684,117,0.083,2,0,0,373.2,5.9221,0,0.6,1,0.02,0,4,2
685,117,0.5,2,0,0,213.15,5.362,0,0.6,1,0.02,0,4,2
686,117,1,2,0,0,84.436,4.436,0,0.6,1,0.02,0,4,2
687,117,2,2,0,0,9.1247,2.211,0,0.6,1,0.02,0,4,2
688,117,4,2,0,0,65.258,4.1783,0,0.6,1,0.02,0,4,2
689,117,24,2,0,0,1.0863,0.082762,0,0.6,1,0.02,0,4,2
690,117,48,2,0,0,0,0,1,0.6,1,0.02,0,4,2
691,117,144,2,0,0,0,0,1,0.6,1,0.02,0,4,2
692,117,240,2,0,0,0,0,1,0.6,1,0.02,0,4,2
693,117,336,2,0,0,0,0,1,0.6,1,0.02,0,4,2
694,118,0,2,1,9,0,0,0,9,2,3,0,2,2
695,118,0.083,2,0,0,0.11082,-2.1998,0,9,2,3,0,2,2
696,118,0.5,2,0,0,0.50979,-0.67376,0,9,2,3,0,2,2
697,118,1,2,0,0,1.0706,0.068209,0,9,2,3,0,2,2
698,118,2,2,0,0,1.1552,0.14427,0,9,2,3,0,2,2
699,118,4,2,0,0,2.5867,0.9504,0,9,2,3,0,2,2
700,118,24,2,0,0,1.6306,0.48894,0,9,2,3,0,2,2
701,118,48,2,0,0,1.7599,0.56526,0,9,2,3,0,2,2
702,118,144,2,0,0,0.070265,-2.6555,0,9,2,3,0,2,2
703,118,240,2,0,0,0,0,1,9,2,3,0,2,2
704,118,336,2,0,0,0,0,1,9,2,3,0,2,2
705,119,0,2,1,0.9,0,0,0,0.9,2,0.3,0,3,2
706,119,0.083,2,0,0,0.35388,-1.0388,0,0.9,2,0.3,0,3,2
707,119,0.5,2,0,0,1.2609,0.2318,0,0.9,2,0.3,0,3,2
708,119,1,2,0,0,2.2383,0.80573,0,0.9,2,0.3,0,3,2
709,119,2,2,0,0,1.1079,0.10251,0,0.9,2,0.3,0,3,2
710,119,4,2,0,0,2.7516,1.0122,0,0.9,2,0.3,0,3,2
711,119,24,2,0,0,1.4169,0.34845,0,0.9,2,0.3,0,3,2
712,119,48,2,0,0,0.088601,-2.4236,0,0.9,2,0.3,0,3,2
713,119,144,2,0,0,0,0,1,0.9,2,0.3,0,3,2
714,119,240,2,0,0,0,0,1,0.9,2,0.3,0,3,2
715,119,336,2,0,0,0,0,1,0.9,2,0.3,0,3,2
716,120,0,2,1,0.06,0,0,0,0.06,2,0.02,0,4,2
717,120,0.083,2,0,0,0.15522,-1.8629,0,0.06,2,0.02,0,4,2
718,120,0.5,2,0,0,0.3602,-1.0211,0,0.06,2,0.02,0,4,2
719,120,1,2,0,0,0.32914,-1.1113,0,0.06,2,0.02,0,4,2
720,120,2,2,0,0,0.54772,-0.60199,0,0.06,2,0.02,0,4,2
721,120,4,2,0,0,1.2706,0.23948,0,0.06,2,0.02,0,4,2
722,120,24,2,0,0,0.55702,-0.58515,0,0.06,2,0.02,0,4,2
723,120,48,2,0,0,0.40234,-0.91045,0,0.06,2,0.02,0,4,2
724,120,144,2,0,0,0,0,1,0.06,2,0.02,0,4,2
725,120,240,2,0,0,0,0,1,0.06,2,0.02,0,4,2
726,120,336,2,0,0,0,0,1,0.06,2,0.02,0,4,2
727,121,0,2,1,30,0,0,0,30,2,3,0,2,2
728,121,0.083,2,0,0,0.4103,-0.89086,0,30,2,3,0,2,2
729,121,0.5,2,0,0,2.1895,0.78367,0,30,2,3,0,2,2
730,121,1,2,0,0,5.0746,1.6242,0,30,2,3,0,2,2
731,121,2,2,0,0,5.5682,1.7171,0,30,2,3,0,2,2
732,121,4,2,0,0,11.059,2.4032,0,30,2,3,0,2,2
733,121,24,2,0,0,9.8287,2.2853,0,30,2,3,0,2,2
734,121,48,2,0,0,0.4348,-0.83288,0,30,2,3,0,2,2
735,121,144,2,0,0,0.075446,-2.5843,0,30,2,3,0,2,2
736,121,240,2,0,0,0,0,1,30,2,3,0,2,2
737,121,336,2,0,0,0,0,1,30,2,3,0,2,2
738,122,0,2,1,3,0,0,0,3,2,0.3,0,3,2
739,122,0.083,2,0,0,0.40704,-0.89885,0,3,2,0.3,0,3,2
740,122,0.5,2,0,0,0.57302,-0.55683,0,3,2,0.3,0,3,2
741,122,1,2,0,0,2.4097,0.87951,0,3,2,0.3,0,3,2
742,122,2,2,0,0,2.6596,0.97817,0,3,2,0.3,0,3,2
743,122,4,2,0,0,2.2582,0.81456,0,3,2,0.3,0,3,2
744,122,24,2,0,0,3.2418,1.1761,0,3,2,0.3,0,3,2
745,122,48,2,0,0,1.2185,0.19759,0,3,2,0.3,0,3,2
746,122,144,2,0,0,0,0,1,3,2,0.3,0,3,2
747,122,240,2,0,0,0,0,1,3,2,0.3,0,3,2
748,122,336,2,0,0,0,0,1,3,2,0.3,0,3,2
749,123,0,2,1,0.2,0,0,0,0.2,2,0.02,0,4,2
750,123,0.083,2,0,0,0.9703,-0.03015,0,0.2,2,0.02,0,4,2
751,123,0.5,2,0,0,2.1296,0.75594,0,0.2,2,0.02,0,4,2
752,123,1,2,0,0,6.1586,1.8178,0,0.2,2,0.02,0,4,2
753,123,2,2,0,0,6.5603,1.881,0,0.2,2,0.02,0,4,2
754,123,4,2,0,0,4.8236,1.5735,0,0.2,2,0.02,0,4,2
755,123,24,2,0,0,1.9406,0.66302,0,0.2,2,0.02,0,4,2
756,123,48,2,0,0,0.29253,-1.2292,0,0.2,2,0.02,0,4,2
757,123,144,2,0,0,0,0,1,0.2,2,0.02,0,4,2
758,123,240,2,0,0,0,0,1,0.2,2,0.02,0,4,2
759,123,336,2,0,0,0,0,1,0.2,2,0.02,0,4,2
760,124,0,2,1,90,0,0,0,90,2,3,0,2,2
761,124,0.083,2,0,0,1.3211,0.27849,0,90,2,3,0,2,2
762,124,0.5,2,0,0,13.826,2.6266,0,90,2,3,0,2,2
